Timestamp,BufferSize
1.0019361972808838,0
2.005260705947876,0
3.005270004272461,0
4.020496129989624,0
5.022029638290405,0
6.02256178855896,460
7.03068733215332,534
8.041903495788574,509
9.053380012512207,512
10.054743766784668,523
11.065496444702148,524
12.074575662612915,524
13.086549758911133,520
14.099833488464355,537
15.110140800476074,524
16.123361349105835,522
17.124558687210083,525
